tweet_raw,tweet,date,tweet_id
RT @replouiegohmert: Honored heroic wounded warriors today at an event hosted by All Saints Episcopal School in #TX01. God bless our troops__,rt @replouiegohmert: honored heroic wounded warriors today at an event hosted by all saints episcopal school in #tx01. god bless our troops__,10/3/19 12:05,1.18E+18
RT @RichLowry: Excited to share that my new book __The Case for Nationalism: How It Made Us Powerful United and Free__ will be out Novembe__,rt @richlowry: excited to share that my new book __the case for nationalism: how it made us powerful united and free__ will be out novembe__,10/3/19 11:47,1.18E+18
RT @DavidAFrench: Biden__s gun plan? It could destroy the gun industry for selling lawful constitutionally-protected products and impair Am__,rt @davidafrench: biden__s gun plan? it could destroy the gun industry for selling lawful constitutionally-protected products and impair am__,10/3/19 11:44,1.18E+18
RT @AndrewCMcCarthy: Do Republicans See the Strategy to Discredit the Barr Investigation? - my @NRO column from yesterday: ://t.co/cZO__,rt @andrewcmccarthy: do republicans see the strategy to discredit the barr investigation? - my @nro column from yesterday: ://t.co/czo__,10/3/19 11:40,1.18E+18
RT @ByronYork: So State Department inspector general asks for 'urgent' briefing on Capitol Hill. Trump and Ukraine! Then admits he's had 'u__,rt @byronyork: so state department inspector general asks for 'urgent' briefing on capitol hill. trump and ukraine! then admits he's had 'u__,10/3/19 11:37,1.18E+18
Schiff is a lying disaster for our Country. He should resign! ://t.co/ytwEy5NasJ,schiff is a lying disaster for our country. he should resign! ://t.co/ytwey5nasj,10/3/19 11:36,1.18E+18
The Republican Party has never had such support! ://t.co/P6GHgBv3v9,the republican party has never had such support! ://t.co/p6ghgbv3v9,10/3/19 11:33,1.18E+18
Book is doing really well. A study in unfairness to a potentially great Justice! ://t.co/i6GwghuEsU,book is doing really well. a study in unfairness to a potentially great justice! ://t.co/i6gwghuesu,10/3/19 11:31,1.18E+18
Thank you Hugh! ://t.co/So77AMeK5u,thank you hugh! ://t.co/so77amek5u,10/3/19 11:29,1.18E+18
A great book by a brilliant author. Buy it now! ://t.co/L8XC5Nnj4N,a great book by a brilliant author. buy it now! ://t.co/l8xc5nnj4n,10/3/19 11:28,1.18E+18
RT @DevinNunes: ___ Very convenient... ://t.co/Cb99Tg3XCG,rt @devinnunes: ___ very convenient... ://t.co/cb99tg3xcg,10/3/19 11:25,1.18E+18
RT @DevinNunes: Must watch before any Dem press conferences...all you need to know.  ://t.co/fz9gtRd37u,rt @devinnunes: must watch before any dem press conferences...all you need to know.  ://t.co/fz9gtrd37u,10/3/19 11:24,1.18E+18
RT @govtrack: Duplication Scoring Act from @RandPaul and @RepMarkMeadows would help prevent new laws or programs that accidentally duplicat__,rt @govtrack: duplication scoring act from @randpaul and @repmarkmeadows would help prevent new laws or programs that accidentally duplicat__,10/3/19 11:24,1.18E+18
Great job Richard! ://t.co/Uv8xgZPshu,great job richard! ://t.co/uv8xgzpshu,10/3/19 11:22,1.18E+18
Keep up the great work Kellie! ://t.co/PcAnK009EW,keep up the great work kellie! ://t.co/pcank009ew,10/3/19 10:52,1.18E+18
RT @NancyJKoch: Franklin Graham calls for prayer to 'change hearts' of Democrats - A call to pray for our Nation and its healing______@realDon__,rt @nancyjkoch: franklin graham calls for prayer to 'change hearts' of democrats - a call to pray for our nation and its healing______@realdon__,10/3/19 10:49,1.18E+18
"RT @JosephStanley82: Biden to trump - ""I am creepy"" ://t.co/zYEtoCqD0m","rt @josephstanley82: biden to trump - ""i am creepy"" ://t.co/zyetocqd0m",10/3/19 10:39,1.18E+18
__The Ukraine controversy continues this morning as new documents obtained by @FoxNews show that a former Ukrainian prosecutor said that he was forced to back off looking into a firm tied to Hunter Biden.__ @MariaBartiromo  Does anyone other than Fake News protectors have a doubt?,__the ukraine controversy continues this morning as new documents obtained by @foxnews show that a former ukrainian prosecutor said that he was forced to back off looking into a firm tied to hunter biden.__ @mariabartiromo  does anyone other than fake news protectors have a doubt?,10/3/19 10:37,1.18E+18
The U.S. won a $7.5 Billion award from the World Trade Organization against the European Union who has for many years treated the USA very badly on Trade due to Tariffs Trade Barriers and more. This case going on for years a nice victory!,the u.s. won a $7.5 billion award from the world trade organization against the european union who has for many years treated the usa very badly on trade due to tariffs trade barriers and more. this case going on for years a nice victory!,10/3/19 10:00,1.18E+18
RT @DevinNunes: My statement on the latest fiasco ://t.co/B2lNf6Bb60,rt @devinnunes: my statement on the latest fiasco ://t.co/b2lnf6bb60,10/3/19 3:18,1.18E+18
RT @realDonaldTrump: LOOK AT THIS PHOTOGRAPH! ://t.co/QQYTqG4KTt,rt @realdonaldtrump: look at this photograph! ://t.co/qqytqg4ktt,10/3/19 3:18,1.18E+18
RT @DanScavino: ://t.co/avMqf5TvoR,rt @danscavino: ://t.co/avmqf5tvor,10/3/19 3:14,1.18E+18
RT @IvankaTrump: The Texas Success Story...Since the election:____ Employment ____ by 6.4% = 774000 NEW jobs   ____Manufacturing employment__,rt @ivankatrump: the texas success story...since the election:____ employment ____ by 6.4% = 774000 new jobs   ____manufacturing employment__,10/3/19 3:10,1.18E+18
RT @DanScavino: ://t.co/84m1xMRsD0 ://t.co/ymvlDLSxci,rt @danscavino: ://t.co/84m1xmrsd0 ://t.co/ymvldlsxci,10/3/19 3:09,1.18E+18
DEMOCRATS WANT TO STEAL THE ELECTION! #KAG2020 ://t.co/hz6fWLId3L,democrats want to steal the election! #kag2020 ://t.co/hz6fwlid3l,10/2/19 23:41,1.18E+18
Mississippi there is a VERY important election for Governor on November 5th. I need you to Get Out and Vote for our Great Republican nominee @TateReeves. Tate is strong on Crime tough on Illegal Immigration and will protect your Second Amendment....,mississippi there is a very important election for governor on november 5th. i need you to get out and vote for our great republican nominee @tatereeves. tate is strong on crime tough on illegal immigration and will protect your second amendment....,10/2/19 23:27,1.18E+18
....He loves our Military and supports our Vets! Democrat Jim Hood will never give us his vote is anti-Trump and pro-Crooked Hillary. Get Out and Vote for Tate Reeves on November 5th. He has my Complete &amp; Total Endorsement!,....he loves our military and supports our vets! democrat jim hood will never give us his vote is anti-trump and pro-crooked hillary. get out and vote for tate reeves on november 5th. he has my complete &amp; total endorsement!,10/2/19 23:27,1.18E+18
LOOK AT THIS PHOTOGRAPH! ://t.co/QQYTqG4KTt,look at this photograph! ://t.co/qqytqg4ktt,10/2/19 21:06,1.18E+18
__Schiff House Intel Chairman Got Early Account of Whistle-Blower__s Accusations__ SCHIFF IS A FRAUD! ://t.co/BNXiq5dsXg ://t.co/PHdh8PBTGb,__schiff house intel chairman got early account of whistle-blower__s accusations__ schiff is a fraud! ://t.co/bnxiq5dsxg ://t.co/phdh8pbtgb,10/2/19 19:51,1.18E+18
The Do Nothing Democrats should be focused on building up our Country not wasting everyone__s time and energy on BULLSHIT which is what they have been doing ever since I got overwhelmingly elected in 2016 223-306. Get a better candidate this time you__ll need it!,the do nothing democrats should be focused on building up our country not wasting everyone__s time and energy on bullshit which is what they have been doing ever since i got overwhelmingly elected in 2016 223-306. get a better candidate this time you__ll need it!,10/2/19 15:48,1.18E+18
Adam Schiff should only be so lucky to have the brains honor and strength of Secretary of State Mike Pompeo. For a lowlife like Schiff who completely fabricated my words and read them to Congress as though they were said by me to demean a First in Class at West Point is SAD!,adam schiff should only be so lucky to have the brains honor and strength of secretary of state mike pompeo. for a lowlife like schiff who completely fabricated my words and read them to congress as though they were said by me to demean a first in class at west point is sad!,10/2/19 15:39,1.18E+18
Democrats are trying to undo the Election regardless of FACTS! ://t.co/cQ3B1bGD4L,democrats are trying to undo the election regardless of facts! ://t.co/cq3b1bgd4l,10/2/19 15:31,1.18E+18
Nancy Pelosi just said that she is interested in lowering prescription drug prices &amp; working on the desperately needed USMCA. She is incapable of working on either. It is just camouflage for trying to win an election through impeachment. The Do Nothing Democrats are stuck in mud!,nancy pelosi just said that she is interested in lowering prescription drug prices &amp; working on the desperately needed usmca. she is incapable of working on either. it is just camouflage for trying to win an election through impeachment. the do nothing democrats are stuck in mud!,10/2/19 15:31,1.18E+18
All of this impeachment nonsense which is going nowhere is driving the Stock Market and your 401K__s down. But that is exactly what the Democrats want to do. They are willing to hurt the Country with only the 2020 Election in mind!,all of this impeachment nonsense which is going nowhere is driving the stock market and your 401k__s down. but that is exactly what the democrats want to do. they are willing to hurt the country with only the 2020 election in mind!,10/2/19 15:19,1.18E+18
Now the press is trying to sell the fact that I wanted a Moat stuffed with alligators and snakes with an electrified fence and sharp spikes on top at our Southern Border. I may be tough on Border Security but not that tough. The press has gone Crazy. Fake News!,now the press is trying to sell the fact that i wanted a moat stuffed with alligators and snakes with an electrified fence and sharp spikes on top at our southern border. i may be tough on border security but not that tough. the press has gone crazy. fake news!,10/2/19 15:02,1.18E+18
__Nancy Pelosi and the Democrats haven__t met the standards of impeachment. They have to be very careful here.__ Jeanne Zaino. @FoxNews,__nancy pelosi and the democrats haven__t met the standards of impeachment. they have to be very careful here.__ jeanne zaino. @foxnews,10/2/19 14:47,1.18E+18
Now the press is trying to sell the fact that I wanted a Moot stuffed with alligators and snakes with an electrified fence and sharp spikes on top at our Southern Border. I may be tough on Border Security but not that tough. The press has gone Crazy. Fake News!,now the press is trying to sell the fact that i wanted a moot stuffed with alligators and snakes with an electrified fence and sharp spikes on top at our southern border. i may be tough on border security but not that tough. the press has gone crazy. fake news!,10/2/19 14:42,1.18E+18
#DONOTHINGDEMS,#donothingdems,10/2/19 14:27,1.18E+18
All the Do Nothing Democrats are focused on is Impeaching the President for having a very good conversation with the Ukrainian President. I knew that many people were listening even have a transcript. They have been at this __stuff__ from the day I got elected. Bad for Country!,all the do nothing democrats are focused on is impeaching the president for having a very good conversation with the ukrainian president. i knew that many people were listening even have a transcript. they have been at this __stuff__ from the day i got elected. bad for country!,10/2/19 14:26,1.18E+18
Congressman Adam Schiff should resign for the Crime of after reading a transcript of my conversation with the President of Ukraine (it was perfect) fraudulently fabricating a statement of the President of the United States and reading it to Congress as though mine! He is sick!,congressman adam schiff should resign for the crime of after reading a transcript of my conversation with the president of ukraine (it was perfect) fraudulently fabricating a statement of the president of the united states and reading it to congress as though mine! he is sick!,10/2/19 14:16,1.18E+18
RT @DailySignal: As the Index of Economic Freedom shows countries that implement free-market policies enable women to make their own econo__,rt @dailysignal: as the index of economic freedom shows countries that implement free-market policies enable women to make their own econo__,10/2/19 14:07,1.18E+18
RT @MariaBartiromo: Democrats want to stop Barr from investigating what happened in 2016. SPOT ON.  As we have been saying on __@MorningsMar__,rt @mariabartiromo: democrats want to stop barr from investigating what happened in 2016. spot on.  as we have been saying on __@morningsmar__,10/2/19 14:06,1.18E+18
RT @GOP: HUGE Q3 fundraising numbers thanks to @GOPChairwoman @parscale and of course the STRONG enthusiasm behind @realDonaldTrump!http__,rt @gop: huge q3 fundraising numbers thanks to @gopchairwoman @parscale and of course the strong enthusiasm behind @realdonaldtrump!http__,10/2/19 14:00,1.18E+18
Massive sections of The Wall are being built at our Southern Border. It is going up rapidly and built to the highest standards and specifications of the Border Patrol experts. It is actually an amazing structure! Our U.S. Military is doing a GREAT job.,massive sections of the wall are being built at our southern border. it is going up rapidly and built to the highest standards and specifications of the border patrol experts. it is actually an amazing structure! our u.s. military is doing a great job.,10/2/19 13:06,1.18E+18
I won the right to be a presidential candidate in California in a major Court decision handed down yesterday. It was filed against me by the Radical Left Governor of that State to tremendous Media hoopla. The VICTORY however was barely covered by the Fake News. No surprise!,i won the right to be a presidential candidate in california in a major court decision handed down yesterday. it was filed against me by the radical left governor of that state to tremendous media hoopla. the victory however was barely covered by the fake news. no surprise!,10/2/19 12:51,1.18E+18
Louisiana Republicans must go out and vote REPUBLICAN in your Governor__s race. A Republican will win if you can force a runoff! Early voting has started. Your 2nd Amendment and much else is at stake.,louisiana republicans must go out and vote republican in your governor__s race. a republican will win if you can force a runoff! early voting has started. your 2nd amendment and much else is at stake.,10/2/19 12:39,1.18E+18
The Greatest Witch Hunt in the history of our Country! ://t.co/7moLU6UTcE,the greatest witch hunt in the history of our country! ://t.co/7molu6utce,10/2/19 0:20,1.18E+18
As I learn more and more each day I am coming to the conclusion that what is taking place is not an impeachment it is a COUP intended to take away the Power of the....,as i learn more and more each day i am coming to the conclusion that what is taking place is not an impeachment it is a coup intended to take away the power of the....,10/1/19 23:41,1.18E+18
....People their VOTE their Freedoms their Second Amendment Religion Military Border Wall and their God-given rights as a Citizen of The United States of America!,....people their vote their freedoms their second amendment religion military border wall and their god-given rights as a citizen of the united states of america!,10/1/19 23:41,1.18E+18
REPUBLICANS of Louisiana it is really important for you to go out and vote on October 12th for either Eddie Rispone or Ralph Abraham (both Great) which will lead to a runoff against....,republicans of louisiana it is really important for you to go out and vote on october 12th for either eddie rispone or ralph abraham (both great) which will lead to a runoff against....,10/1/19 22:15,1.18E+18
....a Nancy Pelosi/Chuck Schumer Democrat (John Bel Edwards) who does nothing but stymie all of the things we are doing to Make America Great Again. Don__t be fooled John Bel Edwards will NEVER be for us. Early voting has already started! @LAGOP,....a nancy pelosi/chuck schumer democrat (john bel edwards) who does nothing but stymie all of the things we are doing to make america great again. don__t be fooled john bel edwards will never be for us. early voting has already started! @lagop,10/1/19 22:15,1.18E+18
Why isn__t Congressman Adam Schiff being brought up on charges for fraudulently making up a statement and reading it to Congress as if this statement which was very dishonest and bad for me was directly made by the President of the United States? This should never be allowed!,why isn__t congressman adam schiff being brought up on charges for fraudulently making up a statement and reading it to congress as if this statement which was very dishonest and bad for me was directly made by the president of the united states? this should never be allowed!,10/1/19 15:00,1.18E+18
As I predicted Jay Powell and the Federal Reserve have allowed the Dollar to get so strong especially relative to ALL other currencies that our manufacturers are being negatively affected. Fed Rate too high. They are their own worst enemies they don__t have a clue. Pathetic!,as i predicted jay powell and the federal reserve have allowed the dollar to get so strong especially relative to all other currencies that our manufacturers are being negatively affected. fed rate too high. they are their own worst enemies they don__t have a clue. pathetic!,10/1/19 14:34,1.18E+18
RT @realDonaldTrump: Today I was proud to sign the Autism CARES Bill! We support research for Americans with Autism and their families. Yo__,rt @realdonaldtrump: today i was proud to sign the autism cares bill! we support research for americans with autism and their families. yo__,10/1/19 14:13,1.18E+18
RT @realDonaldTrump: THANK YOU! ://t.co/zqbTTlbGmp,rt @realdonaldtrump: thank you! ://t.co/zqbttlbgmp,10/1/19 14:13,1.18E+18
RT @JesseBWatters: Biden__s caught lying about Ukraine...hiding who was on board with Hunter. #TheFive ://t.co/nsb2Vmmfe1,rt @jessebwatters: biden__s caught lying about ukraine...hiding who was on board with hunter. #thefive ://t.co/nsb2vmmfe1,10/1/19 14:13,1.18E+18
RT @CLewandowski_: Joining @IngrahamAngle tonight on @FoxNews during the 10:00 PM hour.  Promises to be a lively show.  Watch!,rt @clewandowski_: joining @ingrahamangle tonight on @foxnews during the 10:00 pm hour.  promises to be a lively show.  watch!,10/1/19 14:12,1.18E+18
....the Whistleblower and also the person who gave all of the false information to him. This is simply about a phone conversation that could not have been nicer warmer or better. No pressure at all (as confirmed by  Ukrainian Pres.). It is just another Democrat Hoax!,....the whistleblower and also the person who gave all of the false information to him. this is simply about a phone conversation that could not have been nicer warmer or better. no pressure at all (as confirmed by  ukrainian pres.). it is just another democrat hoax!,10/1/19 13:19,1.18E+18
So if the so-called __Whistleblower__ has all second hand information and almost everything he has said about my __perfect__ call with the Ukrainian President is wrong (much to the embarrassment of Pelosi &amp; Schiff) why aren__t we entitled to interview &amp; learn everything about....,so if the so-called __whistleblower__ has all second hand information and almost everything he has said about my __perfect__ call with the ukrainian president is wrong (much to the embarrassment of pelosi &amp; schiff) why aren__t we entitled to interview &amp; learn everything about....,10/1/19 13:19,1.18E+18
__The congratulatory phone call with the Ukrainian President was PERFECT unless you heard Liddle__ Adam Schiff__s fraudulently made up version of the call. This is just another Fake News Media together with their partner the Democrat Party HOAX!,__the congratulatory phone call with the ukrainian president was perfect unless you heard liddle__ adam schiff__s fraudulently made up version of the call. this is just another fake news media together with their partner the democrat party hoax!,10/1/19 11:09,1.18E+18
://t.co/dOta1Z9gtZ,://t.co/dota1z9gtz,10/1/19 11:05,1.18E+18
RT @GOPChairwoman: Our new data shows @realDonaldTrump__s approval rating has INCREASED since this same time a week ago. The American peop__,rt @gopchairwoman: our new data shows @realdonaldtrump__s approval rating has increased since this same time a week ago. the american peop__,10/1/19 11:01,1.18E+18
RT @kayleighmcenany: .@TeamTrump is coming to Dallas TX for a @realDonaldTrump rally on 10/17!__Under President Trump__s leadership 7744__,rt @kayleighmcenany: .@teamtrump is coming to dallas tx for a @realdonaldtrump rally on 10/17!__under president trump__s leadership 7744__,10/1/19 10:59,1.18E+18
RT @GOPChairwoman: The American people want Washington to work for them.That__s what @realDonaldTrump has done since he was elected.All__,rt @gopchairwoman: the american people want washington to work for them.that__s what @realdonaldtrump has done since he was elected.all__,10/1/19 10:58,1.18E+18
RT @WhiteHouse: When President @realDonaldTrump was elected his pro-growth pro-worker agenda was set to change the economic landscape for__,rt @whitehouse: when president @realdonaldtrump was elected his pro-growth pro-worker agenda was set to change the economic landscape for__,10/1/19 10:58,1.18E+18
RT @MariaBartiromo: ://t.co/reEftrXJGp this is why the democrats are ramping up.  They know this is coming.  This is the biggest scand__,rt @mariabartiromo: ://t.co/reeftrxjgp this is why the democrats are ramping up.  they know this is coming.  this is the biggest scand__,10/1/19 10:57,1.18E+18
Congratulations to President Xi and the Chinese people on the 70th Anniversary of the People__s Republic of China!,congratulations to president xi and the chinese people on the 70th anniversary of the people__s republic of china!,10/1/19 10:54,1.18E+18
Great job just in time! ://t.co/KMUXtO8IYz,great job just in time! ://t.co/kmuxto8iyz,10/1/19 10:45,1.18E+18
RT @SteveScalise: Radicals &amp; socialists have taken over the Democrat Party. They're calling all the shots now.Just last week they pressu__,rt @stevescalise: radicals &amp; socialists have taken over the democrat party. they're calling all the shots now.just last week they pressu__,10/1/19 10:40,1.18E+18
You cannot judge my Stock Market performance since the Inauguration which was very good but only from the day after the big Election Win which was spectacular due to the euphoria of getting Obama/Biden OUT &amp; getting Trump/Pence IN. WentI up BIG between Nov. 9 &amp; Inauguration!,you cannot judge my stock market performance since the inauguration which was very good but only from the day after the big election win which was spectacular due to the euphoria of getting obama/biden out &amp; getting trump/pence in. wenti up big between nov. 9 &amp; inauguration!,10/1/19 10:33,1.18E+18
The Corrupt Media refuses to cover this! ://t.co/JIiOE2a2JF,the corrupt media refuses to cover this! ://t.co/jiioe2a2jf,10/1/19 10:21,1.18E+18
RT @realDonaldTrump: BIG NEWS by @Hyundai @Kia and @Aptiv on a 4 BILLION DOLLAR joint venture to develop autonomous driving technologies__,rt @realdonaldtrump: big news by @hyundai @kia and @aptiv on a 4 billion dollar joint venture to develop autonomous driving technologies__,10/1/19 10:07,1.18E+18
RT @realDonaldTrump: Great news! @Apple announced that it is building its new Mac Pro in Texas. This means hundreds of American jobs in Aus__,rt @realdonaldtrump: great news! @apple announced that it is building its new mac pro in texas. this means hundreds of american jobs in aus__,10/1/19 10:07,1.18E+18
RT @realDonaldTrump: Navistar will be building a new 250 MILLION DOLLAR truck factory in San Antonio with 600 new jobs. Congratulations San__,rt @realdonaldtrump: navistar will be building a new 250 million dollar truck factory in san antonio with 600 new jobs. congratulations san__,10/1/19 9:56,1.18E+18
RT @MariaBartiromo: House Democrats should stop delaying and put the country first by passing the USMCA trade deal write @senatemajldr and__,rt @mariabartiromo: house democrats should stop delaying and put the country first by passing the usmca trade deal write @senatemajldr and__,10/1/19 4:27,1.18E+18
RT @IngrahamAngle: The president has maximum positive impact on the country (and his approval numbers) when he focuses on advancing his pea__,rt @ingrahamangle: the president has maximum positive impact on the country (and his approval numbers) when he focuses on advancing his pea__,10/1/19 2:57,1.18E+18
Today I was proud to sign the Autism CARES Bill! We support research for Americans with Autism and their families. You are not forgotten we are fighting for you! ://t.co/syyaLR0sNq,today i was proud to sign the autism cares bill! we support research for americans with autism and their families. you are not forgotten we are fighting for you! ://t.co/syyalr0snq,10/1/19 1:18,1.18E+18
://t.co/DJLYoma7KB,://t.co/djlyoma7kb,9/30/19 23:59,1.18E+18
THANK YOU! ://t.co/zqbTTlbGmp,thank you! ://t.co/zqbttlbgmp,9/30/19 23:52,1.18E+18
__He misled (Rep. Adam Schiff) MILLIONS of people for the sake of making the case for impeachment. Completely fabricated account out of thin air!__ @MillerStream @BlazeTV ://t.co/ottBHQVffY,__he misled (rep. adam schiff) millions of people for the sake of making the case for impeachment. completely fabricated account out of thin air!__ @millerstream @blazetv ://t.co/ottbhqvffy,9/30/19 21:13,1.18E+18
://t.co/QqEbiqEKkx,://t.co/qqebiqekkx,9/30/19 20:23,1.18E+18
My great friend @RepMarkMeadows has been an EXCELLENT Chairman of the House @FreedomCaucus which has been a tremendous success. I am looking forward to close collaboration with his successor (starting Tuesday) and Strong Leader @RepAndyBiggsAZ!,my great friend @repmarkmeadows has been an excellent chairman of the house @freedomcaucus which has been a tremendous success. i am looking forward to close collaboration with his successor (starting tuesday) and strong leader @repandybiggsaz!,9/30/19 19:45,1.18E+18
BIG NEWS by @Hyundai @Kia and @Aptiv on a 4 BILLION DOLLAR joint venture to develop autonomous driving technologies in the USA. That__s a lot of $$ and JOBS! Great jobs coming back to America!!,big news by @hyundai @kia and @aptiv on a 4 billion dollar joint venture to develop autonomous driving technologies in the usa. that__s a lot of $$ and jobs! great jobs coming back to america!!,9/30/19 19:08,1.18E+18
Great news! @Apple announced that it is building its new Mac Pro in Texas. This means hundreds of American jobs in Austin and for suppliers across the Country. Congratulations to the Apple team and their workers! ://t.co/FMrWFq9wcz,great news! @apple announced that it is building its new mac pro in texas. this means hundreds of american jobs in austin and for suppliers across the country. congratulations to the apple team and their workers! ://t.co/fmrwfq9wcz,9/30/19 19:04,1.18E+18
Navistar will be building a new 250 MILLION DOLLAR truck factory in San Antonio with 600 new jobs. Congratulations San Antonio and Texas! America makes the GREATEST trucks in the world! ://t.co/kp4FICFLcf,navistar will be building a new 250 million dollar truck factory in san antonio with 600 new jobs. congratulations san antonio and texas! america makes the greatest trucks in the world! ://t.co/kp4ficflcf,9/30/19 18:55,1.18E+18
It was my Great Honor to attend this mornings Welcome Ceremony for the 20th Chairman of the Joint Chiefs of Staff General Mark Milley! ://t.co/CXoDPnimgz,it was my great honor to attend this mornings welcome ceremony for the 20th chairman of the joint chiefs of staff general mark milley! ://t.co/cxodpnimgz,9/30/19 16:49,1.18E+18
The Fake News Media wants to stay as far away as possible from the Ukraine and China deals made by the Bidens. A Corrupt Media is so bad for our Country! In actuality the Media may be even more Corrupt than the Bidens which is hard to do!,the fake news media wants to stay as far away as possible from the ukraine and china deals made by the bidens. a corrupt media is so bad for our country! in actuality the media may be even more corrupt than the bidens which is hard to do!,9/30/19 14:03,1.18E+18
Very simple! I was looking for Corruption and also why Germany France and others in the European Union don__t do more for Ukraine. Why is it always the USA that does so much and puts up so much money for Ukraine and other countries? By the way the Bidens were corrupt!,very simple! i was looking for corruption and also why germany france and others in the european union don__t do more for ukraine. why is it always the usa that does so much and puts up so much money for ukraine and other countries? by the way the bidens were corrupt!,9/30/19 13:58,1.18E+18
....they made this whole thing up. Impeachment is also a pre-emptive strike for what they think is coming on the Obama Administration__s handling of the 2016 Election.__ Jim McLaughlin highly respected pollster. @WashTimes @FoxNews,....they made this whole thing up. impeachment is also a pre-emptive strike for what they think is coming on the obama administration__s handling of the 2016 election.__ jim mclaughlin highly respected pollster. @washtimes @foxnews,9/30/19 13:50,1.18E+18
__President Trump__s Job Approval Numbers have just reached the highest level since his Inauguration around 50% and you can add to that many votes from voters that don__t talk about their vote. Once they saw the President__s numbers going up they said __We gotta do something__ so..,__president trump__s job approval numbers have just reached the highest level since his inauguration around 50% and you can add to that many votes from voters that don__t talk about their vote. once they saw the president__s numbers going up they said __we gotta do something__ so..,9/30/19 13:50,1.18E+18
#FakeWhistleblower,#fakewhistleblower,9/30/19 12:44,1.18E+18
WHO CHANGED THE LONG STANDING WHISTLEBLOWER RULES JUST BEFORE SUBMITTAL OF THE FAKE WHISTLEBLOWER REPORT? DRAIN THE SWAMP!,who changed the long standing whistleblower rules just before submittal of the fake whistleblower report? drain the swamp!,9/30/19 12:43,1.18E+18
Again the President of Ukraine said there was NO (ZERO) PRESSURE PUT ON HIM BY ME. Case closed!,again the president of ukraine said there was no (zero) pressure put on him by me. case closed!,9/30/19 12:40,1.18E+18
Again the President of the Ukraine said THERE WAS NO (ZERO) PRESSURE PUT ON HIM BY ME. End of case!,again the president of the ukraine said there was no (zero) pressure put on him by me. end of case!,9/30/19 12:38,1.18E+18
....place in TRADE it__s taking shape in Military Competition.__ Johnathan Ward author and China expert. We are winning and we will win. They should not have broken the deal we had with them. Happy Birthday China!,....place in trade it__s taking shape in military competition.__ johnathan ward author and china expert. we are winning and we will win. they should not have broken the deal we had with them. happy birthday china!,9/30/19 12:31,1.18E+18
__After many years the United States is finally waking up to Beijing__s plans and ambitions to pass us as the dominant economic &amp; military superpower in the 21st Century. What__s happening now is that the U.S. is finally responding (thank you President Trump). This is taking.....,__after many years the united states is finally waking up to beijing__s plans and ambitions to pass us as the dominant economic &amp; military superpower in the 21st century. what__s happening now is that the u.s. is finally responding (thank you president trump). this is taking.....,9/30/19 12:31,1.18E+18
Rep. Adam Schiff illegally made up a FAKE &amp; terrible statement pretended it to be mine as the most important part of my call to the Ukrainian President and read it aloud to Congress and the American people. It bore NO relationship to what I said on the call. Arrest for Treason?,rep. adam schiff illegally made up a fake &amp; terrible statement pretended it to be mine as the most important part of my call to the ukrainian president and read it aloud to congress and the american people. it bore no relationship to what i said on the call. arrest for treason?,9/30/19 12:12,1.18E+18
The Fake Whistleblower complaint is not holding up. It is mostly about the call to the Ukrainian President which in the name of transparency I immediately released to Congress &amp;  the public. The Whistleblower knew almost nothing its 2ND HAND description of the call is a fraud!,the fake whistleblower complaint is not holding up. it is mostly about the call to the ukrainian president which in the name of transparency i immediately released to congress &amp;  the public. the whistleblower knew almost nothing its 2nd hand description of the call is a fraud!,9/30/19 12:03,1.18E+18
__China Trade Turmoil: China Urging a CALM AND RATIONAL Solution.__ @MariaBartiromo @FoxBusiness China is doing very poorly while the USA under your favorite President__s leadership continues to soar to new heights - and despite the Do Nothing Democrats we have just begun!,__china trade turmoil: china urging a calm and rational solution.__ @mariabartiromo @foxbusiness china is doing very poorly while the usa under your favorite president__s leadership continues to soar to new heights - and despite the do nothing democrats we have just begun!,9/30/19 11:48,1.18E+18
The Greatest Witch Hunt in the history of our Country!,the greatest witch hunt in the history of our country!,9/30/19 11:39,1.18E+18
RT @GOPLeader: These are the most important facts we have:1. The whistleblower wasn't on the call.2. The IG didn't read the transcript be__,rt @gopleader: these are the most important facts we have:1. the whistleblower wasn't on the call.2. the ig didn't read the transcript be__,9/30/19 3:53,1.18E+18
RT @realDonaldTrump: I AM DRAINING THE SWAMP! ://t.co/U7WxKrO6Kx,rt @realdonaldtrump: i am draining the swamp! ://t.co/u7wxkro6kx,9/30/19 3:24,1.18E+18
://t.co/hbSLaM3rGk,://t.co/hbslam3rgk,9/30/19 3:01,1.18E+18
__This is about proving that Donald Trump was framed by the Democrats.__ @RudyGiuliani ://t.co/GIadp3b0n3,__this is about proving that donald trump was framed by the democrats.__ @rudygiuliani ://t.co/giadp3b0n3,9/30/19 2:41,1.18E+18
://t.co/CKRQNECvRu,://t.co/ckrqnecvru,9/30/19 2:30,1.18E+18
....If the Democrats are successful in removing the President from office (which they will never be) it will cause a Civil War like fracture in this Nation from which our Country will never heal.__ Pastor Robert Jeffress @FoxNews,....if the democrats are successful in removing the president from office (which they will never be) it will cause a civil war like fracture in this nation from which our country will never heal.__ pastor robert jeffress @foxnews,9/30/19 1:11,1.18E+18
